0.25,0.25,0.25,0.25
0.071428571,0.071428571,0.071428571,-0.214285714
0.011904762,0.011904762,0.011904762,-0.035714286
0.071428571,0.071428571,-0.214285714,0.071428571
0.047619048,0.047619048,-0.047619048,-0.047619048
0.014285714,0.014285714,-0.004761905,-0.023809524
0.011904762,0.011904762,-0.035714286,0.011904762
0.014285714,0.014285714,-0.023809524,-0.004761905
0.007142857,0.007142857,-0.007142857,-0.007142857
0.071428571,-0.214285714,0.071428571,0.071428571
0.047619048,-0.047619048,0.047619048,-0.047619048
0.014285714,-0.004761905,0.014285714,-0.023809524
0.047619048,-0.047619048,-0.047619048,0.047619048
0.057142857,-0.019047619,-0.019047619,-0.019047619
0.028571429,0,0,-0.028571429
0.014285714,-0.004761905,-0.023809524,0.014285714
0.028571429,0,-0.028571429,0
0.023809524,0.004761905,-0.014285714,-0.014285714
0.011904762,-0.035714286,0.011904762,0.011904762
0.014285714,-0.023809524,0.014285714,-0.004761905
0.007142857,-0.007142857,0.007142857,-0.007142857
0.014285714,-0.023809524,-0.004761905,0.014285714
0.028571429,-0.028571429,0,0
0.023809524,-0.014285714,0.004761905,-0.014285714
0.007142857,-0.007142857,-0.007142857,0.007142857
0.023809524,-0.014285714,-0.014285714,0.004761905
0.035714286,-0.011904762,-0.011904762,-0.011904762
-0.214285714,0.071428571,0.071428571,0.071428571
-0.047619048,0.047619048,0.047619048,-0.047619048
-0.004761905,0.014285714,0.014285714,-0.023809524
-0.047619048,0.047619048,-0.047619048,0.047619048
-0.019047619,0.057142857,-0.019047619,-0.019047619
0,0.028571429,0,-0.028571429
-0.004761905,0.014285714,-0.023809524,0.014285714
0,0.028571429,-0.028571429,0
0.004761905,0.023809524,-0.014285714,-0.014285714
-0.047619048,-0.047619048,0.047619048,0.047619048
-0.019047619,-0.019047619,0.057142857,-0.019047619
0,0,0.028571429,-0.028571429
-0.019047619,-0.019047619,-0.019047619,0.057142857
0,0,0,0
0.019047619,0.019047619,0.019047619,-0.057142857
0,0,-0.028571429,0.028571429
0.019047619,0.019047619,-0.057142857,0.019047619
0.047619048,0.047619048,-0.047619048,-0.047619048
-0.004761905,-0.023809524,0.014285714,0.014285714
0,-0.028571429,0.028571429,0
0.004761905,-0.014285714,0.023809524,-0.014285714
0,-0.028571429,0,0.028571429
0.019047619,-0.057142857,0.019047619,0.019047619
0.047619048,-0.047619048,0.047619048,-0.047619048
0.004761905,-0.014285714,-0.014285714,0.023809524
0.047619048,-0.047619048,-0.047619048,0.047619048
0.214285714,-0.071428571,-0.071428571,-0.071428571
-0.035714286,0.011904762,0.011904762,0.011904762
-0.023809524,0.014285714,0.014285714,-0.004761905
-0.007142857,0.007142857,0.007142857,-0.007142857
-0.023809524,0.014285714,-0.004761905,0.014285714
-0.028571429,0.028571429,0,0
-0.014285714,0.023809524,0.004761905,-0.014285714
-0.007142857,0.007142857,-0.007142857,0.007142857
-0.014285714,0.023809524,-0.014285714,0.004761905
-0.011904762,0.035714286,-0.011904762,-0.011904762
-0.023809524,-0.004761905,0.014285714,0.014285714
-0.028571429,0,0.028571429,0
-0.014285714,0.004761905,0.023809524,-0.014285714
-0.028571429,0,0,0.028571429
-0.057142857,0.019047619,0.019047619,0.019047619
-0.047619048,0.047619048,0.047619048,-0.047619048
-0.014285714,0.004761905,-0.014285714,0.023809524
-0.047619048,0.047619048,-0.047619048,0.047619048
-0.071428571,0.214285714,-0.071428571,-0.071428571
-0.007142857,-0.007142857,0.007142857,0.007142857
-0.014285714,-0.014285714,0.023809524,0.004761905
-0.011904762,-0.011904762,0.035714286,-0.011904762
-0.014285714,-0.014285714,0.004761905,0.023809524
-0.047619048,-0.047619048,0.047619048,0.047619048
-0.071428571,-0.071428571,0.214285714,-0.071428571
-0.011904762,-0.011904762,-0.011904762,0.035714286
-0.071428571,-0.071428571,-0.071428571,0.214285714
-0.25,-0.25,-0.25,-0.25
